Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13	V14
Seq_180	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__potteri	100	100	100	100	100	100	98
Seq_181	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__carpinicola	100	100	100	100	100	99	69
Seq_182	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Endophoma	s__elongata	100	100	100	100	100	77	77
Seq_183	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	NA	NA	100	100	100	100	100	99	99
Seq_184	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium	s__marchalianum	100	100	100	100	94	94	57
Seq_185	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	97	65	18	18	18	1
Seq_186	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__infirmominiatum	100	100	100	100	100	100	100
Seq_187	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Minimedusa	s__polyspora	100	100	100	100	100	100	100
Seq_188	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	g__Kurtzmanomyces	NA	100	100	100	100	100	59	59
Seq_189	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__elongata	100	99	99	99	99	99	64
Seq_190	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Alfaria	s__ossiformis	100	100	100	100	100	91	55
Seq_191	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	NA	100	100	100	100	100	99	98
Seq_192	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Minimedusa	s__polyspora	100	100	100	100	100	100	100
Seq_193	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	g__Darksidea	s__delta	100	100	100	100	100	100	73
Seq_194	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Bolbitius	s__titubans	100	100	100	100	100	100	100
Seq_195	k__Fungi	NA	NA	NA	NA	NA	NA	100	35	35	35	35	35	35
Seq_196	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	NA	100	100	100	100	100	87	87
Seq_197	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Acrostalagmus	s__luteoalbus	100	100	100	100	100	100	100
Seq_198	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__homothallica	100	100	98	98	98	98	64
Seq_199	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__solani	100	100	100	100	100	100	51
Seq_200	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA	100	100	99	99	99	20	20
Seq_201	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA	100	100	100	100	100	97	97
Seq_202	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis	g__Ramophialophora	NA	100	100	62	61	61	61	61
Seq_203	k__Fungi	NA	NA	NA	NA	NA	NA	100	42	18	16	16	16	16
Seq_204	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	f__Eremomycetaceae	g__Arthrographis	s__longispora	100	100	100	100	100	100	100
Seq_205	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Pseudopithomyces	NA	100	100	99	96	95	67	67
Seq_206	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__persicinum	100	100	100	100	100	100	100
Seq_207	k__Fungi	p__Blastocladiomycota	c__Blastocladiomycetes	o__Blastocladiales	NA	NA	NA	100	99	99	99	99	99	99
Seq_208	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Krasilnikovozyma	s__huempii	100	100	100	100	100	100	70
Seq_209	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	84	48	19	13	13	13
Seq_210	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	NA	100	100	100	100	100	100	99
Seq_211	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__boreifasciculata	100	100	100	100	100	100	59
Seq_212	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	NA	100	100	100	100	99	82	39
Seq_213	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	NA	100	100	100	100	100	98	97
Seq_214	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	NA	100	100	100	99	98	98	49
Seq_215	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Idriella	NA	100	100	100	100	100	99	99
Seq_216	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__anisopliae	100	100	100	100	100	100	80
Seq_217	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Bolbitius	s__titubans	100	100	100	100	100	100	100
Seq_218	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	79	17	7	7	7	7
Seq_219	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Corticiaceae	g__Laetisaria	s__arvalis	100	100	100	100	100	100	100
Seq_220	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Scytalidium	s__circinatum	100	100	100	100	100	100	100
Seq_221	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	NA	100	96	87	78	78	75	33
Seq_222	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Lectera	s__longa	100	100	100	100	100	100	99
Seq_223	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__rosae	100	100	100	100	100	100	100
Seq_224	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__ruber	100	100	100	100	100	100	100
Seq_225	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA	100	100	94	79	67	55	44
Seq_226	k__Fungi	p__Mortierellomycota	NA	NA	NA	NA	NA	100	62	55	55	55	55	55
Seq_227	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	99	99	99	84	84
Seq_228	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Volutella	NA	100	100	100	100	98	82	78
Seq_229	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__hyalina	100	100	100	100	100	100	92
Seq_230	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Subulicystidium	NA	100	100	100	100	100	100	54
Seq_231	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA	100	99	83	55	48	26	13
Seq_232	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__carpinicola	100	100	100	100	100	92	68
Seq_233	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apodus	s__deciduus	100	100	100	100	100	100	100
Seq_234	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	100	84	24	24	24	24
Seq_235	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__solani	100	100	100	100	100	100	97
Seq_236	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA	100	96	87	80	36	23	23
Seq_237	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiotremataceae	g__Lophiotrema	s__rubi	100	100	100	100	100	100	100
Seq_238	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	100	100	100	43	43
Seq_239	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA	100	100	100	100	100	40	40
Seq_240	k__Fungi	NA	NA	NA	NA	NA	NA	100	33	33	33	33	33	33
Seq_241	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__marquandii	100	100	100	100	100	100	100
Seq_242	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__sulcatotuberculosa	100	100	100	100	100	100	100
Seq_243	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusicolla	NA	100	100	99	99	89	55	39
Seq_244	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__insuetus	100	100	100	100	100	100	90
Seq_245	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__sulcatotuberculosa	100	100	100	100	100	100	100
Seq_246	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__novae-zelandiae	100	100	100	100	96	96	55
Seq_247	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariales_fam_Incertae_sedis	g__Robillarda	s__sessilis	100	100	100	100	100	100	100
Seq_248	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA	100	100	100	100	48	48	48
Seq_249	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	s__oratosquillae	100	100	100	100	100	100	69
Seq_250	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Endophoma	s__elongata	100	100	100	100	100	95	95
Seq_251	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA	100	100	100	100	100	49	49
Seq_252	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	90	66	63	38	25
Seq_253	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA	100	100	100	100	100	96	96
Seq_254	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Fusariella	NA	100	100	100	100	100	100	100
Seq_255	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__alpina	100	100	100	100	100	100	99
Seq_256	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	93	69	30	28	19	2
Seq_257	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	NA	100	100	100	100	100	100	35
Seq_258	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	NA	100	100	99	99	99	99	49
Seq_259	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	95	65	61	38	21
Seq_260	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	83	36	9	9	7	6
Seq_261	k__Fungi	NA	NA	NA	NA	NA	NA	100	44	12	8	8	8	8
Seq_262	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Gliomastix	s__tumulicola	100	100	100	99	92	92	92
Seq_263	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cylindrocarpon	NA	100	100	100	100	99	92	92
Seq_264	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__parasiticus	100	100	100	100	100	100	53
Seq_265	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__prolifica	100	100	95	95	92	92	72
Seq_266	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__flanaganii	100	100	100	100	100	95	95
Seq_267	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	76	47	14	7	4	4
Seq_268	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	100	100	97	97	97	97
Seq_269	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	NA	NA	NA	100	100	99	94	69	69	69
Seq_270	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Tubaria	s__conspersa	100	100	100	100	100	100	100
Seq_271	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	96	74	53	21	13
Seq_272	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	NA	100	100	100	100	100	100	48
Seq_273	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Tubaria	s__conspersa	100	100	100	100	100	100	100
Seq_274	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__glutinans	100	100	100	100	100	100	100
Seq_275	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__miniglutinans	100	100	100	100	100	100	79
Seq_276	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Subulicystidium	s__perlongisporum	100	98	98	98	98	98	70
Seq_277	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis	g__Ramophialophora	NA	100	100	97	97	97	97	97
Seq_278	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	NA	100	100	100	100	94	81	81
Seq_279	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	NA	100	98	98	97	93	88	21
Seq_280	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	s__vermispora	100	100	100	100	100	100	97
Seq_281	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__glutinans	100	100	100	100	100	100	98
Seq_282	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Dictyosporiaceae	g__Dictyosporium	s__digitatum	100	99	97	97	97	86	69
Seq_283	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	92	58	17	7	5	5
Seq_284	k__Fungi	NA	NA	NA	NA	NA	NA	100	37	7	7	7	7	7
Seq_285	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	99	88	30	30	30	30
Seq_286	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	89	24	15	12	12	12
Seq_287	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__solani	100	100	100	100	100	100	56
Seq_288	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Fusariella	NA	100	100	99	99	99	99	99
Seq_289	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA	100	100	89	89	89	34	34
Seq_290	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	NA	100	100	99	99	99	99	97
Seq_291	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA	100	96	96	95	95	89	89
Seq_292	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	NA	100	100	98	98	95	93	93
Seq_293	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	67	35	26	24	24	24
Seq_294	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	s__proliferata	100	100	100	100	100	100	89
Seq_295	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA	100	98	97	97	97	44	44
Seq_296	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	83	41	13	9	9	9
Seq_297	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae	100	99	99	99	99	99	99
Seq_298	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	100	99	99	97	97
Seq_299	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	NA	NA	100	100	98	98	79	75	75
Seq_300	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Monodictys	s__castaneae	100	100	100	100	78	78	78
Seq_301	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	s__dimennae	100	83	69	68	53	53	53
Seq_302	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Schwanniomyces	s__polymorphus	100	100	100	100	100	100	77
Seq_303	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Minimedusa	s__polyspora	100	100	100	100	100	100	100
Seq_304	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	89	16	14	14	14	14
Seq_305	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA	100	98	97	96	94	93	93
Seq_306	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__pilosella	100	100	99	99	99	99	99
Seq_307	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	NA	NA	NA	100	64	64	64	64	64	64
Seq_308	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariaceae	g__Auricularia	NA	100	99	99	99	78	78	76
Seq_309	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	NA	100	100	100	100	98	98	98
Seq_310	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Gymnascella	s__confluens	100	100	100	100	100	100	100
Seq_311	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	NA	100	88	88	88	88	88	87
Seq_312	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Botryotrichum	s__atrogriseum	100	100	75	75	75	73	73
Seq_313	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Saccharomyces	s__cerevisiae	100	100	100	100	100	100	100
Seq_314	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Volutella	NA	100	100	99	98	95	86	82
Seq_315	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium	NA	100	100	100	100	86	86	36
Seq_316	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Holtermanniales	f__Holtermanniales_fam_Incertae_sedis	g__Holtermanniella	s__wattica	100	99	99	99	99	99	99
Seq_317	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	61	21	17	17	17	17
Seq_318	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycenella	s__trachyspora	100	100	100	100	100	100	95
Seq_319	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	77	44	23	19	19	19
Seq_320	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA	100	79	78	69	14	4	1
Seq_321	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiotremataceae	g__Lophiotrema	s__rubi	100	100	100	100	100	100	100
Seq_322	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	NA	100	100	98	98	98	98	61
Seq_323	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	97	88	78	39	7	7
Seq_324	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	NA	NA	100	100	100	100	99	78	78
Seq_325	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	NA	100	99	94	94	89	89	46
Seq_326	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__polygonia	100	100	100	100	100	100	99
Seq_327	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA	100	100	98	98	96	47	47
Seq_328	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	92	67	36	32	15	5
Seq_329	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	NA	NA	NA	100	83	60	60	49	49	23
Seq_330	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	96	74	56	20	17
Seq_331	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA	100	100	98	77	42	34	26
Seq_332	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Mycoarthris	s__corallina	100	100	100	100	96	96	96
Seq_333	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Verticillium	s__longisporum	100	100	100	100	100	100	95
Seq_334	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	68	21	19	18	18	18
Seq_335	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	70	30	17	13	13	13
Seq_336	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__marquandii	100	100	100	100	100	100	100
Seq_337	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Fusariella	NA	100	100	100	99	83	74	74
Seq_338	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	75	17	9	8	8	8
Seq_339	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__glutinans	100	100	100	100	100	100	97
Seq_340	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	NA	NA	100	100	98	98	97	84	84
Seq_341	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	NA	NA	NA	100	99	99	99	99	99	99
Seq_342	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	82	18	8	8	8	8
Seq_343	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	91	42	34	34	33	33
Seq_344	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA	100	100	100	100	100	87	46
Seq_345	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cladorrhinum	s__flexuosum	100	100	100	100	100	100	100
Seq_346	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA	100	98	96	90	81	80	80
Seq_347	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	78	78	78	78	30	30
Seq_348	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	99	95	71	67	32	20
Seq_349	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__flanaganii	100	100	100	100	100	100	100
Seq_350	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	99	89	80	16	7	7
Seq_351	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__terricola	100	100	99	99	99	99	94
Seq_352	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Mycosphaerella	s__tassiana	100	100	100	100	100	100	100
Seq_353	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Aureobasidiaceae	g__Aureobasidium	s__pullulans	100	100	100	100	98	92	88
Seq_354	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	NA	100	100	100	100	100	100	47
Seq_355	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__solani	100	100	99	99	99	98	82
Seq_356	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Niessliaceae	g__Eucasphaeria	NA	100	100	100	100	100	100	100
Seq_357	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	NA	NA	NA	100	91	90	90	90	90	90
Seq_358	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	NA	100	100	100	100	100	100	100
Seq_359	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae	100	100	100	100	100	100	100
Seq_360	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	NA	NA	100	100	69	66	65	36	35
