Seq#	Domain	Phylum	Class	Order	Family	Genus	Species	Exact species
Seq_4444	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	NA
Seq_4445	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4446	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	NA
Seq_4447	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA	NA	NA
Seq_4448	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	NA
Seq_4449	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4450	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4451	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4452	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	NA
Seq_4453	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	NA
Seq_4454	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	NA
Seq_4455	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	NA	NA
Seq_4456	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_4457	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	NA
Seq_4458	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4459	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	NA	NA
Seq_4460	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	NA	NA
Seq_4461	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4462	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	NA
Seq_4463	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_4464	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	NA
Seq_4465	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA	NA	NA
Seq_4466	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	NA
Seq_4467	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	NA	NA
Seq_4468	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_4469	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	NA
Seq_4470	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	NA
Seq_4471	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Herbidospora	NA	NA
Seq_4472	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA	NA
Seq_4473	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA	NA
Seq_4474	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	NA	NA
Seq_4475	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_4476	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_4477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	NA
Seq_4478	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	NA
Seq_4479	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA	NA
Seq_4480	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA	NA
Seq_4481	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	NA
Seq_4482	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_4483	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_4484	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA	NA	NA
Seq_4485	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4486	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA	NA
Seq_4487	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	NA
Seq_4488	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_4489	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4490	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	NA
Seq_4491	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_4492	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family_7	Acidibacter	NA	NA
Seq_4493	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
Seq_4494	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	NA	NA
Seq_4495	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA	NA
Seq_4496	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_4497	Bacteria	Rokubacteria	NC10	Rokubacteriales	NA	NA	NA	NA
Seq_4498	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	NA	NA
Seq_4499	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	NA	NA
Seq_4500	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	OLB12	NA	NA
Seq_4501	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_4502	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	NA
Seq_4503	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	NA	NA
Seq_4504	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_4505	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	NA	NA
Seq_4506	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
Seq_4507	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA	NA
Seq_4508	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4509	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
Seq_4510	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	NA	NA
Seq_4511	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
Seq_4512	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4513	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA	NA	NA
Seq_4514	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	NA
Seq_4515	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA	NA
Seq_4516	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_4517	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_4518	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4519	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4520	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_4521	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_4522	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_4523	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_4524	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA	NA
Seq_4525	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4526	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	NA	NA
Seq_4527	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4528	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	NA
Seq_4529	Bacteria	Acidobacteria	Subgroup 5	NA	NA	NA	NA	NA
Seq_4530	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_4531	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_4532	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_4533	Bacteria	Acidobacteria	Subgroup 18	NA	NA	NA	NA	NA
Seq_4534	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_4535	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_4536	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_4537	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4538	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4539	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	NA
Seq_4540	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	NA
Seq_4541	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA	NA
Seq_4542	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	NA
Seq_4543	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Odyssella	NA	NA
Seq_4544	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA	NA
Seq_4545	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_4546	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_4547	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	NA
Seq_4548	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA	NA
Seq_4549	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_4550	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
Seq_4551	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	NA
Seq_4552	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA	NA
Seq_4553	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4554	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
Seq_4555	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4556	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA	NA
Seq_4557	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_4558	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4559	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA	NA
Seq_4560	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	Luteitalea	NA	NA
Seq_4561	Bacteria	Acidobacteria	Subgroup 17	NA	NA	NA	NA	NA
Seq_4562	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	NA
Seq_4563	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	NA
Seq_4564	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	NA
Seq_4565	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_4566	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4567	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA	NA	NA
Seq_4568	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	NA
Seq_4569	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA	NA	NA
Seq_4570	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_4571	Bacteria	Proteobacteria	Gammaproteobacteria	211ds20	NA	NA	NA	NA
Seq_4572	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_4573	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_4574	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_4575	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	NA
Seq_4576	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	NA
Seq_4577	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	NA	NA	NA
Seq_4578	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Aquabacter	NA	NA
Seq_4579	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	NA
Seq_4580	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	NA
Seq_4581	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Plot4-2H12	NA	NA
Seq_4582	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4583	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_4584	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	NA
Seq_4585	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA	NA
Seq_4586	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_4587	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Fodinicola	NA	NA
Seq_4588	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	NA
Seq_4589	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	NA	NA
Seq_4590	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	NA
Seq_4591	Bacteria	Proteobacteria	Gammaproteobacteria	211ds20	NA	NA	NA	NA
Seq_4592	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA	NA
Seq_4593	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	NA
Seq_4594	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_4595	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA	NA
Seq_4596	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	NA	NA
Seq_4597	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	NA
Seq_4598	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_4599	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_4600	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_4601	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	NA
Seq_4602	Bacteria	Gemmatimonadetes	S0134 terrestrial group	NA	NA	NA	NA	NA
Seq_4603	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_4604	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_4605	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_4606	Bacteria	Acidobacteria	Subgroup 17	NA	NA	NA	NA	NA
Seq_4607	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_4608	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA	NA
Seq_4609	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_4610	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	NA	NA
Seq_4611	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4612	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_4613	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_4614	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_4615	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA	NA
Seq_4616	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	NA
Seq_4617	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	NA
Seq_4618	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_4619	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	NA
Seq_4620	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_4621	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_4622	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	NA	NA
Seq_4623	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4624	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_4625	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	NA
Seq_4626	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4627	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	NA
Seq_4628	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_4629	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_4630	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_4631	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	NA
Seq_4632	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4633	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	NA	NA
Seq_4634	Bacteria	Acidobacteria	Subgroup 5	NA	NA	NA	NA	NA
Seq_4635	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_4636	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA	NA
Seq_4637	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	DS-100	NA	NA	NA	NA
Seq_4638	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_4639	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	NA
Seq_4640	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_4641	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4642	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	NA	NA
Seq_4643	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA	NA
Seq_4644	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_4645	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA	NA
Seq_4646	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	NA
Seq_4647	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	NA	NA
Seq_4648	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4649	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
Seq_4650	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_4651	Bacteria	WPS-2	NA	NA	NA	NA	NA	NA
Seq_4652	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	NA	NA
Seq_4653	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA	NA
Seq_4654	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4655	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA	NA
Seq_4656	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4657	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	NA	NA
Seq_4658	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	NA
Seq_4659	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4660	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26	NA	NA	NA
Seq_4661	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA	NA
Seq_4662	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	NA
Seq_4663	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	NA
Seq_4664	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_4665	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA	NA
Seq_4666	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_4667	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	NA	NA	NA
Seq_4668	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4669	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Larkinella	NA	NA
Seq_4670	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	NA
Seq_4671	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA
Seq_4672	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_4673	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	NA
Seq_4674	NA	NA	NA	NA	NA	NA	NA	NA
Seq_4675	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA	NA
Seq_4676	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	NA
Seq_4677	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	NA	NA
Seq_4678	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	OLB13	NA	NA
Seq_4679	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_4680	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4681	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA	NA
Seq_4682	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_4683	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11-24	NA	NA	NA	NA
Seq_4684	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	NA
Seq_4685	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	NA
Seq_4686	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA	NA
Seq_4687	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_4688	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	NA
Seq_4689	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_4690	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_4691	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13	NA	NA	NA
Seq_4692	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_4693	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	NA	NA	NA
Seq_4694	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA	NA
Seq_4695	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_4696	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_4697	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	NA
Seq_4698	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_4699	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_4700	NA	NA	NA	NA	NA	NA	NA	NA
