"","Order","Green tea","Rooibos","Estimate diff.","low CI","high CI","Green tea","Soil","Estimate diff.","low CI","high CI","Rooibos","Soil","Estimate diff.","low CI","high CI"
"1","Hypocreales",49.7738426927195,24.3129690226873,26.633769545576,17.7334941890526,34.6743312931272,49.7738426927195,30.9568302111825,19.8731377372325,12.6909656860338,28.3597256534339,24.3129690226873,30.9568302111825,-7.09385291023488,-16.6038086189616,1.53324058881924
"2","Helotiales",13.2077923026347,22.2704544173562,-5.43570199092514,-15.4218532793229,-0.155883009507513,13.2077923026347,5.0450681724765,-0.30595938524955,-2.54865458512145,8.27814706132622,22.2704544173562,5.0450681724765,12.1377863272964,2.16332413461507,22.841750317954
"3","Xylariales",5.01770366445673,7.00316133634166,-1.32238617104245,-5.72131290428513,-0.027165036081815,5.01770366445673,5.84967079315338,-2.40089538548304,-4.81287161139456,-0.223597412722409,7.00316133634166,5.84967079315338,0.231182918052731,-1.95022996559117,3.06682790293645
"4","Pleosporales",1.76724075118731,13.875350074654,-4.4781982867779,-12.9167526426014,-0.867636678124545,1.76724075118731,8.32091810757552,-5.27160288798916,-7.31381123499861,-3.91220859953564,13.875350074654,8.32091810757552,-0.755745943387284,-3.59528657326735,8.21761768238208
"5","Sordariales",1.92618864557849,4.03321426802702,-0.494760762424352,-1.56565230227386,-0.0745140335066581,1.92618864557849,4.51462033331293,-1.31460503739071,-2.64765405870178,-0.799464433857792,4.03321426802702,4.51462033331293,-0.749515544980404,-1.66779493643001,-0.047483317211687
