"","Phylum","Green tea","Rooibos","Estimate diff.","low CI","high CI","Green tea","Soil","Estimate diff.","low CI","high CI","Rooibos","Soil","Estimate diff.","low CI","high CI"
"1","Ascomycota",89.9130471541439,84.5081188771856,3.10599956643018,-0.047279205599371,7.50936946860759,89.9130471541439,69.778398367579,19.3559045213042,15.5304955705639,26.6272848531558,84.5081188771856,69.778398367579,17.0099881760177,11.087522175709,23.1104661935386
"2","Basidiomycota",9.09200643873591,15.0003681131928,-3.35191372355288,-7.54425407578446,-0.751668374123223,9.09200643873591,17.2677591918568,-8.32432550438715,-14.5214652627496,-4.65109693068139,15.0003681131928,17.2677591918568,-4.96328303362625,-9.88097078497901,-0.391580907863337
