"","Phylum","Green tea","Rooibos","Estimate diff.","low CI","high CI","Green tea","Soil","Estimate diff.","low CI","high CI","Rooibos","Soil","Estimate diff.","low CI","high CI"
"1","Verrucomicrobia",2.0871416042865,1.76331419381868,0.250440624375738,-0.256494613282739,0.790712764033165,2.0871416042865,3.80757244223245,-1.88451630937539,-2.32296359693602,-1.33987481658482,1.76331419381868,3.80757244223245,-2.13901930094949,-2.60173597517914,-1.70932059264345
"2","Bacteroidetes",29.5296752128238,29.2224660734597,1.25993461171456,-5.48845095703868,7.07110345606518,29.5296752128238,8.6802345023039,22.1104920501454,14.0963922817745,30.1142238607773,29.2224660734597,8.6802345023039,20.1640646739251,16.680709826022,24.2631702884023
"3","Actinobacteria",17.7944342057332,9.96532329969126,5.53667413764684,1.60780394635069,11.1002209368706,17.7944342057332,20.9948708225828,-5.091309014375,-10.5299478904142,0.957209636440874,9.96532329969126,20.9948708225828,-11.2500147089935,-13.3279150368987,-9.0532261475649
"4","Proteobacteria",48.4748923131584,57.2382158927882,-9.06678091028682,-12.990567774987,-5.36318463263777,48.4748923131584,35.7460148698879,12.0307735031997,8.88313641074504,15.7831903526162,57.2382158927882,35.7460148698879,22.4299165461081,18.4041346313558,25.7082593688053
