"","OTU","baseMean","effect","Phylum","Class","Order","Family","Genus"
"Seq_54","Seq_54",0.423462834065682,-1.73245513266145,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora"
"Seq_568","Seq_568",0.0720371575447399,-1.72932382981644,"Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","Unclassified"
"Seq_826","Seq_826",0.0468682707275626,-1.72671141905324,"Rare","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Unclassified"
"Seq_1260","Seq_1260",0.0241797322147479,-1.72666988122842,"Rare","Planctomycetacia","Pirellulales","Pirellulaceae","Unclassified"
"Seq_590","Seq_590",0.0556698544111969,-1.7244667035617,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Seq_31","Seq_31",0.632125589447293,-1.72170778021477,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Achromobacter"
"Seq_1257","Seq_1257",0.0171993334246759,1.70606341905422,"Rare","Unclassified","Unclassified","Unclassified","Unclassified"
"Seq_277","Seq_277",0.0479121090638163,1.70600702286961,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"Seq_756","Seq_756",0.0413151890801894,-1.70306851239801,"Rare","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage"
"Seq_547","Seq_547",0.0715036828482851,-1.70285385231972,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
"Seq_11","Seq_11",1.18801541018728,-1.69986861787572,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Seq_521","Seq_521",0.0622617374658407,-1.69634015778721,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"Seq_211","Seq_211",0.113066698168359,1.69548788648872,"Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","Unclassified"
"Seq_285","Seq_285",0.0380146147583681,1.69307045541839,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"Seq_957","Seq_957",0.0366164017234935,-1.69085665154026,"Rare","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Unclassified"
"Seq_481","Seq_481",0.0527135874671259,1.68674509259068,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_1175","Seq_1175",0.0190618666599034,1.68491536119689,"Proteobacteria","Gammaproteobacteria","Unclassified","Unclassified","Unclassified"
"Seq_526","Seq_526",0.0418223296277701,-1.67646836981511,"Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Unclassified"
"Seq_987","Seq_987",0.0377516199617191,-1.6725199784129,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"Seq_1451","Seq_1451",0.0195042747605816,-1.66661633704832,"Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"Seq_390","Seq_390",0.0747020976865286,-1.6619622749533,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium"
"Seq_1340","Seq_1340",0.0182916788632667,-1.66016945793615,"Proteobacteria","Gammaproteobacteria","R7C24","Unclassified","Unclassified"
"Seq_414","Seq_414",0.0684130614786741,1.65395805985973,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax"
"Seq_832","Seq_832",0.0351464152328775,-1.63675862086988,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"Seq_684","Seq_684",0.0437144551896294,-1.63363152342546,"Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"Seq_443","Seq_443",0.0666572014218341,-1.63123248999991,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified"
"Seq_796","Seq_796",0.0271961936623924,1.62468154618455,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium"
"Seq_1202","Seq_1202",0.0265543617050272,-1.6226400428474,"Proteobacteria","Deltaproteobacteria","Myxococcales","Unclassified","Unclassified"
"Seq_773","Seq_773",0.0451484005651995,-1.6173178060472,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"Seq_1028","Seq_1028",0.0149799737785569,1.61347059013989,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"Seq_613","Seq_613",0.0282522386540609,1.61279357774689,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_575","Seq_575",0.0485137046499055,1.60649064411477,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Seq_444","Seq_444",0.0321359834622161,-1.60553418564628,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Seq_584","Seq_584",0.0375497860698946,1.60356090898189,"Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","Unclassified"
"Seq_189","Seq_189",0.151617412451632,1.60162868632719,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhodoferax"
"Seq_446","Seq_446",0.0445828079587576,1.59932181221999,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_309","Seq_309",0.0661596068736057,1.59780896904254,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Arsenicitalea"
"Seq_356","Seq_356",0.0591177456983896,-1.59516522273351,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"Seq_927","Seq_927",0.0214159923679407,1.58935708054277,"Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"Seq_562","Seq_562",0.0402159724994791,1.58356447967391,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_1632","Seq_1632",0.0125230617894437,1.57989857705882,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"Seq_165","Seq_165",0.134502203283854,1.57793996265933,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Unclassified"
"Seq_232","Seq_232",0.0876875324513338,1.57717447738169,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_163","Seq_163",0.109816116586466,1.57325596001437,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified"
"Seq_761","Seq_761",0.0167233044955787,1.57004917429443,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_1360","Seq_1360",0.0159340097057814,1.56887040888511,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter"
"Seq_42","Seq_42",0.210295174678282,-1.56838150744953,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Seq_99","Seq_99",0.165894414939578,-1.56496398913344,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"Seq_1173","Seq_1173",0.0161223768572392,1.56181613145885,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_1168","Seq_1168",0.0249549760038005,-1.55245914806477,"Rare","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Paludibaculum"
"Seq_850","Seq_850",0.0373293192578637,-1.55193230852156,"Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis"
"Seq_464","Seq_464",0.0550833364593087,1.55015133401918,"Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"Seq_780","Seq_780",0.0300969609018753,1.54972131067254,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_1364","Seq_1364",0.016380850888022,-1.54496765169075,"Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"Seq_1495","Seq_1495",0.0195812772977604,-1.54251933662869,"Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Ferrovibrio"
"Seq_331","Seq_331",0.0554750746074853,-1.53136391291816,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified"
"Seq_1282","Seq_1282",0.0150377119550773,1.51725245127333,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"Seq_66","Seq_66",0.143642925383399,1.51604843909968,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_196","Seq_196",0.234222030896541,-1.50953593619087,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"Seq_844","Seq_844",0.0255067217003295,1.50687722496219,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Unclassified","Unclassified"
"Seq_681","Seq_681",0.0239783207211444,-1.50598349286564,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Lysinimonas"
"Seq_1731","Seq_1731",0.0111562571857186,1.50294891891869,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_310","Seq_310",0.0580770964155634,1.50027459362881,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Seq_146","Seq_146",0.0782301633876005,1.49975996036106,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Seq_551","Seq_551",0.0308655866736995,1.4931635752968,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
"Seq_266","Seq_266",0.0708647188504463,1.48987538883221,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_425","Seq_425",0.0375683212311055,-1.4882403637669,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella"
"Seq_1114","Seq_1114",0.0140360080490617,1.48559279363492,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Unclassified"
"Seq_484","Seq_484",0.0497345064554753,1.47363562093941,"Proteobacteria","Alphaproteobacteria","Micavibrionales","Unclassified","Unclassified"
"Seq_170","Seq_170",0.161483016214222,-1.47354311863155,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unclassified"
"Seq_178","Seq_178",0.237681714133717,-1.47123681170067,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"Seq_1466","Seq_1466",0.0147591185519297,-1.47038421412043,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Seq_269","Seq_269",0.0862370898803003,1.47016704072111,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"Seq_88","Seq_88",0.283528072025204,1.46554843175094,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_636","Seq_636",0.0214645619226983,1.46342839137929,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
"Seq_276","Seq_276",0.116320813457332,1.46275331973999,"Rare","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna"
"Seq_2045","Seq_2045",0.00838785031296014,1.4585195481678,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"Seq_302","Seq_302",0.115858884124821,-1.4576184197558,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"Seq_188","Seq_188",0.142955253448907,1.45675291770444,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Seq_246","Seq_246",0.0615056305468708,-1.45454439226024,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Seq_531","Seq_531",0.0456012102235985,-1.45428210621113,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea"
"Seq_179","Seq_179",0.132445941673898,1.45392952212692,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Seq_647","Seq_647",0.0354063211941362,-1.43892900842733,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea"
"Seq_193","Seq_193",0.0825957428430752,1.43454698927994,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Unclassified"
"Seq_539","Seq_539",0.049368993251735,1.43323168668838,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"Seq_692","Seq_692",0.0538559824201366,-1.43077628155373,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Seq_436","Seq_436",0.0232898074451963,1.42991343528698,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_37","Seq_37",0.551610776473361,1.42793680425341,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Neorhizobium"
"Seq_293","Seq_293",0.099619220353096,1.42602652821951,"Proteobacteria","Gammaproteobacteria","Cellvibrionales","Unclassified","Unclassified"
"Seq_506","Seq_506",0.0949639899423606,-1.42088928562802,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Unclassified"
"Seq_249","Seq_249",0.0732432805914079,-1.41907891223799,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"Seq_405","Seq_405",0.102412586537869,-1.41745243208951,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"Seq_297","Seq_297",0.0391225164883349,-1.41399830383796,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium"
"Seq_1025","Seq_1025",0.00623614279080615,1.41059199202767,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_461","Seq_461",0.0301192280647296,1.40541079449135,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Seq_248","Seq_248",0.0969863712762864,1.40305503641477,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium"
"Seq_1895","Seq_1895",0.00940137682108843,1.38882509764617,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_93","Seq_93",0.174240676360666,1.38722859312493,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Seq_201","Seq_201",0.0247721949177733,1.38418380176257,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_2213","Seq_2213",0.0126889053655123,-1.38174905021484,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"Seq_28","Seq_28",0.210497385148897,1.37950320615966,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"Seq_735","Seq_735",0.0277562802585923,1.37762054122006,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera"
"Seq_619","Seq_619",0.0412937825411737,1.3771201930267,"Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Seq_78","Seq_78",0.267795074709817,-1.36900981615652,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"Seq_1574","Seq_1574",0.00828012794444897,1.36774945145515,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aureimonas"
"Seq_32","Seq_32",0.0338249342340476,1.35632935029075,"Rare","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unclassified"
"Seq_768","Seq_768",0.0339250526966213,-1.35406340955196,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"Seq_2469","Seq_2469",0.00611692045616774,1.35311506832422,"Rare","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"Seq_745","Seq_745",0.0311730553831459,-1.35146872441949,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Seq_1033","Seq_1033",0.0244968873455386,-1.35122592837256,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unclassified"
"Seq_1264","Seq_1264",0.0168552127397577,1.34784427676576,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_1247","Seq_1247",0.0127774079857717,1.34645765914345,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_191","Seq_191",0.0753419159330321,1.34575084902408,"Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter"
"Seq_1021","Seq_1021",0.0127546621244158,1.34397845886816,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"Seq_412","Seq_412",0.0773737883196869,-1.34269630417591,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Seq_1949","Seq_1949",0.0147519864914143,-1.34081429128273,"Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
"Seq_811","Seq_811",0.0298315560037707,1.33551730701567,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Seq_1049","Seq_1049",0.0146341175074963,1.3340259587606,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium"
"Seq_877","Seq_877",0.028585070592809,1.33386589175669,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Seq_507","Seq_507",0.0582914399376881,-1.33296079646297,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"Seq_510","Seq_510",0.0245350824421864,1.33188419471324,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"Seq_640","Seq_640",0.0252191556019803,1.32728392417764,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Seq_2110","Seq_2110",0.0085075598273353,1.32687623974276,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"Seq_687","Seq_687",0.0503848880916145,-1.32428017123135,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"Seq_77","Seq_77",0.0937669988864364,1.31663498343939,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unclassified"
"Seq_841","Seq_841",0.0270556673764167,1.31653802927761,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unclassified"
"Seq_589","Seq_589",0.0200836090782538,1.31633818916172,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Seq_1295","Seq_1295",0.014126775753659,1.31573862930528,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_923","Seq_923",0.0196550493268947,1.31463999965847,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"Seq_790","Seq_790",0.0282368286309953,1.3135294060058,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified"
"Seq_1255","Seq_1255",0.0144411912321365,1.31184188447253,"Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"Seq_682","Seq_682",0.0222532122398387,1.30835633197276,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"Seq_126","Seq_126",0.170333578109073,1.30807968906633,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
"Seq_1113","Seq_1113",0.020560779933895,1.3042883566354,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas"
"Seq_1997","Seq_1997",0.00732244213338011,1.30022667873521,"Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"Seq_1178","Seq_1178",0.0263719999994919,-1.29813112658108,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055"
"Seq_2100","Seq_2100",0.0138627354641138,-1.29407971383848,"Rare","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"Seq_1454","Seq_1454",0.0107291146038495,1.28828704601873,"Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","Unclassified"
"Seq_319","Seq_319",0.0506161309171285,1.2867993022693,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
"Seq_253","Seq_253",0.0877617007453065,1.28659559520133,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"Seq_774","Seq_774",0.0353178112356986,-1.28657391261082,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella"
"Seq_890","Seq_890",0.0114505811733977,1.28410840399838,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_1471","Seq_1471",0.0143205980112351,1.28000192157149,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"Seq_1148","Seq_1148",0.0257320199647493,-1.26487361369959,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Seq_1383","Seq_1383",0.0247274094447067,-1.26438131660962,"Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","BIyi10"
"Seq_975","Seq_975",0.0349035635203009,-1.26254723244495,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Unclassified"
"Seq_2074","Seq_2074",0.0107783009979844,-1.26117073742481,"Rare","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"Seq_407","Seq_407",0.110632172405244,-1.26032288620586,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"Seq_364","Seq_364",0.0633163200953886,-1.25981215543741,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Seq_1503","Seq_1503",0.0122270687343305,1.25887399608118,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Seq_1320","Seq_1320",0.0162454048169705,1.2551918223841,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"Seq_1118","Seq_1118",0.0180844106121735,1.2519532781874,"Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Seq_1778","Seq_1778",0.0128931265464693,-1.24912396876776,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Unclassified"
"Seq_1980","Seq_1980",0.0107251052771111,1.24674778568514,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Seq_120","Seq_120",0.214004856460722,-1.24621628897092,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"Seq_604","Seq_604",0.075772363540621,-1.24476705502315,"Proteobacteria","Gammaproteobacteria","R7C24","Unclassified","Unclassified"
"Seq_52","Seq_52",0.33818079498263,1.24449241544042,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","MM1"
"Seq_1707","Seq_1707",0.0142624838281402,-1.24287101804229,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella"
"Seq_1312","Seq_1312",0.0184764452429595,-1.24031711388602,"Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"Seq_169","Seq_169",0.100232089383672,-1.23692767563114,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"Seq_1527","Seq_1527",0.0119179203255223,1.23528128816592,"Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Seq_2503","Seq_2503",0.00689167989607303,1.23348702121599,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_1578","Seq_1578",0.0127031120308315,1.22655107254892,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"Seq_76","Seq_76",0.482743894769823,-1.22436937878203,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Unclassified"
"Seq_739","Seq_739",0.0218693119194626,1.22044436663031,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Unclassified"
"Seq_1104","Seq_1104",0.0101279987963289,1.21957393254528,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"Seq_755","Seq_755",0.0287088561668335,1.2172131451817,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Seq_967","Seq_967",0.0388329578940206,-1.21644624444717,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"Seq_1607","Seq_1607",0.0170942211203452,-1.20590799507215,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Seq_1130","Seq_1130",0.0166687078199271,-1.20530215020082,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"Seq_1150","Seq_1150",0.0162609711311128,-1.20170623163261,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"Seq_499","Seq_499",0.0728122101386866,-1.19991077834184,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Unclassified"
"Seq_2014","Seq_2014",0.00963908826475814,1.19957006908469,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Seq_336","Seq_336",0.039134550008745,-1.19263390787833,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"Seq_1151","Seq_1151",0.0151483204384181,1.19200696981909,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Seq_1246","Seq_1246",0.0121696955882379,-1.19159349753569,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ramlibacter"
"Seq_1612","Seq_1612",0.011276277855292,1.19151314913722,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Seq_71","Seq_71",0.655527409107529,-1.18611973327477,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"Seq_23","Seq_23",1.74243103228857,-1.18406205489133,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium"
"Seq_911","Seq_911",0.0331713814544768,-1.18290654955438,"Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","Unclassified"
"Seq_139","Seq_139",0.0917725854438474,-1.18248010242023,"Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia"
