"","OTU","baseMean","effect","Phylum","Class","Order","Family","Genus"
"Seq_20","Seq_20",1.27482325697888,-0.583108816022432,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"Seq_1546","Seq_1546",0.012151927618667,-0.581845155762174,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_5296","Seq_5296",0.00294935477682653,-0.581590859166973,"Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1","Unclassified"
"Seq_1973","Seq_1973",0.0160715638352927,0.580625280713665,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Seq_1877","Seq_1877",0.00324583778247681,-0.579651053133385,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Unclassified"
"Seq_901","Seq_901",0.0217241181312419,-0.578761688977402,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Verticia"
"Seq_449","Seq_449",0.00279774096127637,-0.576298401971005,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_465","Seq_465",0.0336855164532317,0.574278423211994,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Seq_61","Seq_61",0.393425784549512,-0.574183738212399,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"Seq_1192","Seq_1192",0.00758216621490545,0.573957584141833,"Rare","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Aridibacter"
"Seq_1550","Seq_1550",0.0119932830767954,0.572626553653477,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Seq_519","Seq_519",0.00329855046182025,-0.572201782870291,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"Seq_214","Seq_214",0.19106648103746,0.571376581818064,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Seq_152","Seq_152",0.247309166952122,-0.570495155816585,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Seq_3133","Seq_3133",0.00637576437642924,0.569583473283359,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unclassified","Unclassified"
"Seq_2796","Seq_2796",0.0113866606654315,0.567925005029772,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"Seq_6897","Seq_6897",0.000967844939977898,-0.567152676159754,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"Seq_116","Seq_116",0.149082526362827,-0.561422327601166,"Rare","Unclassified","Unclassified","Unclassified","Unclassified"
"Seq_727","Seq_727",0.0322582095100285,-0.560246801223188,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
"Seq_126","Seq_126",0.0359987704266701,-0.559659029016805,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
"Seq_33","Seq_33",0.359700548245061,-0.558813566826534,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
