"","OTU","baseMean","effect","Phylum","Class","Order","Family","Genus"
"Seq_986","Seq_986",0.00972558441503045,-0.783079667204884,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"Seq_26","Seq_26",0.740563523202308,0.780323257359943,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_341","Seq_341",0.0300771673036075,-0.775866059460633,"Actinobacteria","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"Seq_2014","Seq_2014",0.00943731049966175,0.77532297822338,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Seq_1658","Seq_1658",0.0127452112215562,0.774817255721591,"Rare","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"Seq_81","Seq_81",0.0594927151146842,-0.77303242446335,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter"
"Seq_130","Seq_130",0.15674212281131,-0.772732438207113,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Seq_2241","Seq_2241",0.00926176777658152,-0.769647183981241,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_558","Seq_558",0.0482199674256351,-0.765334403158454,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Seq_402","Seq_402",0.0465209637609209,-0.764840591649959,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"Seq_1911","Seq_1911",0.00939002424026972,0.762767958702987,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_1341","Seq_1341",0.00737055392825766,0.759898744474943,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Seq_551","Seq_551",0.0300879977850859,0.754996365908215,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Unclassified"
"Seq_313","Seq_313",0.0726750940852703,-0.754674371617993,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Seq_389","Seq_389",0.0546731281348708,-0.752322475204949,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Seq_1201","Seq_1201",0.0123169057632842,-0.75176474659459,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"Seq_1581","Seq_1581",0.0135888653440232,0.75171567460312,"Rare","Negativicutes","Selenomonadales","Veillonellaceae","Pelosinus"
"Seq_331","Seq_331",0.0198181757449159,-0.750562555581346,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified"
"Seq_412","Seq_412",0.0217892841219245,-0.750077653566932,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Seq_516","Seq_516",0.0407791159837241,-0.746642405476798,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"Seq_166","Seq_166",0.0220213339953028,-0.744540079090872,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Seq_1962","Seq_1962",0.00720939788832254,0.743262674786432,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"Seq_956","Seq_956",0.00965282760768747,-0.742811875377642,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Seq_2041","Seq_2041",0.00747422626946985,0.74187206924637,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified"
"Seq_2024","Seq_2024",0.00860001314498243,0.741148392366286,"Rare","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"Seq_1247","Seq_1247",0.0137862817640241,0.739050150659598,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_241","Seq_241",0.100206743565909,0.738757859276599,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified"
"Seq_2269","Seq_2269",0.00758051430859243,0.737903516802416,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Unclassified","Unclassified"
"Seq_274","Seq_274",0.0754812445874796,-0.737274094595876,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Seq_32","Seq_32",0.0397600889559177,0.736175138407729,"Rare","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unclassified"
"Seq_108","Seq_108",0.241464639084854,-0.732110753570645,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"Seq_261","Seq_261",0.0665980815585441,-0.731504311070085,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea"
"Seq_369","Seq_369",0.0158511606819583,-0.730049164742221,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"Seq_2370","Seq_2370",0.00271697863421947,-0.729882385193436,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"Seq_474","Seq_474",0.0161175006767773,-0.72904644983149,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"Seq_279","Seq_279",0.100834292540174,-0.7287549424472,"Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Seq_2496","Seq_2496",0.00333145902241374,-0.727693839399959,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified"
"Seq_1501","Seq_1501",0.0106276994917304,0.726986349804619,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"Seq_973","Seq_973",0.0151811307805205,-0.726083724500175,"Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Fontimonas"
"Seq_701","Seq_701",0.0118202083792315,-0.725943653123824,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"Seq_1295","Seq_1295",0.0161786414134434,0.725771306636861,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_797","Seq_797",0.0187136455340401,0.72364599897519,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"Seq_316","Seq_316",0.0317218170236629,0.722941915853413,"Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia"
"Seq_297","Seq_297",0.0313147610228441,-0.722631784957809,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium"
"Seq_637","Seq_637",0.0330152509650561,0.721228372777721,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_2208","Seq_2208",0.00901333642161013,-0.720006220282111,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_646","Seq_646",0.0239439894660176,-0.71924849233658,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Seq_178","Seq_178",0.0771446184486196,-0.718071746114324,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"Seq_1997","Seq_1997",0.00749184476442558,0.716354377878128,"Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"Seq_1356","Seq_1356",0.0160453895496306,-0.714525649430659,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unclassified"
"Seq_430","Seq_430",0.0313386004364703,-0.714470731397094,"Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Seq_2300","Seq_2300",0.00793468333596436,-0.712195516173033,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_665","Seq_665",0.0264199200166104,0.706323516981261,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified"
"Seq_424","Seq_424",0.0562696579259662,0.706121671276419,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_1021","Seq_1021",0.0129827457806574,0.705695216612828,"Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"Seq_2366","Seq_2366",0.00657054807481477,0.704910649911205,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Herbaspirillum"
"Seq_534","Seq_534",0.0299357989816754,0.704783390025962,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Seq_1895","Seq_1895",0.0103390556366747,0.701783963597013,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_165","Seq_165",0.144517712518603,0.701453174252369,"Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Unclassified"
"Seq_958","Seq_958",0.0257177687606521,-0.70103131481845,"Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Unclassified"
"Seq_1223","Seq_1223",0.0066604962820598,-0.7008291254877,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"Seq_1071","Seq_1071",0.0170254249348936,0.70053040164837,"Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter"
"Seq_284","Seq_284",0.0145059607622374,-0.699260186847448,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"Seq_1762","Seq_1762",0.00802176933880006,-0.697901802019387,"Rare","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
